https://heasarc.gsfc.nasa.gov/W3Browse/planck/planckgcc.html
Results from heasarc_planckgcc: Planck Catalog of Galactic Cold Clumps (PGCC)
Coordinate system: Equatorial
|name              |ra         |dec        |temperature|temperature_error|mass        |mass_error  |size      |size_error|
|PGCC G302.07-7.04 |12 41 28.03|-69 53 59.8|  14.217000|         1.104000|9.294040e+00|1.154160e+01|  0.912286|  0.663074|
|PGCC G280.26-30.84|05 47 25.45|-69 51 43.7|           |                 |1.162370e+05|1.201600e+05|176.985992|  9.803000|
|PGCC G292.31-9.65 |10 44 03.97|-69 50 48.9|  16.672001|         1.563000|            |            |          |          |
|PGCC G296.46-7.92 |11 35 53.40|-69 50 04.7|           |                 |            |            |          |          |
|PGCC G297.57-7.61 |11 49 08.57|-69 49 49.1|  21.403999|         4.517000|            |            |          |          |
|PGCC G301.90-6.97 |12 39 36.08|-69 49 19.7|           |                 |            |            |          |          |
|PGCC G302.59-6.92 |12 47 29.74|-69 47 30.8|  15.029000|         2.246000|            |            |          |          |
|PGCC G280.17-30.82|05 47 39.80|-69 47 13.9|           |                 |            |            |          |          |
|PGCC G296.13-7.88 |11 32 21.66|-69 41 42.7|  13.718000|         2.216000|2.583870e+00|3.022410e+00|  0.620948|  0.382342|
|PGCC G295.74-7.99 |11 27 48.72|-69 41 03.8|  13.723000|         1.912000|            |            |          |          |
|PGCC G280.06-30.98|05 45 58.98|-69 40 25.6|  29.997999|         9.172000|2.341710e+03|2.486530e+03| 91.315903|  5.721630|
|PGCC G292.95-45.92|02 12 22.61|-69 36 13.4|           |                 |            |            |          |          |
|PGCC G318.96-13.25|16 12 53.91|-69 34 35.0|           |                 |            |            |          |          |
|PGCC G295.89-7.78 |11 30 10.20|-69 31 43.1|  11.756000|         1.040000|1.375160e+01|1.428980e+01|  0.983736|  0.530082|
|PGCC G310.34-1.47 |13 58 19.56|-63 22 44.1|           |                 |            |            |          |          |
|PGCC G310.12-7.79 |14 14 21.17|-69 29 48.7|  18.677999|         2.637000|            |            |          |          |
|PGCC G301.66-6.65 |12 37 02.46|-69 29 21.7|  14.128000|         0.488000|            |            |          |          |
|PGCC G313.64-9.24 |14 57 26.72|-69 26 41.4|  19.934000|         4.386000|            |            |          |          |
|PGCC G279.78-31.12|05 44 38.53|-69 25 44.6|           |                 |1.218340e+05|8.934530e+04| 95.716904|  2.936320|
|PGCC G313.33-9.00 |14 53 04.05|-69 22 56.7|  17.135000|         3.549000|            |            |          |          |
|PGCC G305.15-6.53 |13 16 22.21|-69 17 50.6|           |                 |            |            |          |          |
|PGCC G299.34-6.68 |12 10 56.66|-69 16 23.7|           |                 |            |            |          |          |
|PGCC G305.21-6.51 |13 17 00.99|-69 16 11.1|           |                 |4.389220e+00|6.716330e+00|  1.529680|  1.386450|
|PGCC G302.60-6.39 |12 47 44.03|-69 15 46.0|  13.464000|         0.509000|            |            |          |          |
|PGCC G306.53-6.61 |13 31 53.87|-69 12 10.8|  16.629999|         4.781000|            |            |          |          |
|PGCC G326.60-29.76|19 42 41.91|-69 03 31.3|           |                 |            |            |          |          |
|PGCC G279.88-33.99|05 12 27.85|-69 03 14.2|           |                 |1.591140e+04|1.619710e+04| 81.035202|  3.092370|
|PGCC G279.29-31.49|05 40 54.54|-68 58 17.3|           |                 |1.265280e+05|1.331200e+05|102.417999|  3.562990|
|PGCC G307.40-6.49 |13 41 11.44|-68 56 00.5|  15.400000|         2.139000|            |            |          |          |
|PGCC G282.43-39.86|04 03 11.62|-68 46 12.8|  17.658001|         1.632000|            |            |          |          |
|PGCC G322.68-16.30|17 05 11.72|-68 44 47.8|  13.378000|         3.156000|            |            |          |          |
|PGCC G323.51-17.49|17 20 59.61|-68 42 12.6|           |                 |            |            |          |          |
|PGCC G280.03-36.13|04 49 15.78|-68 35 38.4|  18.978001|         3.571000|2.144280e+04|9.890250e+03|111.024002|  3.510230|
|PGCC G302.06-5.69 |12 41 59.39|-68 32 51.2|  17.693001|         1.970000|            |            |          |          |
|PGCC G288.77-10.29|10 07 03.56|-68 30 59.5|           |                 |            |            |          |          |
|PGCC G300.17-5.80 |12 21 19.98|-68 30 21.1|  18.246000|         4.214000|            |            |          |          |
|PGCC G279.91-36.15|04 49 24.96|-68 29 50.7|           |                 |            |            |          |          |
|PGCC G278.63-30.69|05 50 12.66|-68 28 17.4|  18.466000|         2.938000|7.721650e+03|3.026830e+03| 70.274902|  4.396730|
|PGCC G301.67-5.61 |12 37 47.18|-68 27 05.6|  16.907000|         5.088000|            |            |          |          |
|PGCC G278.88-33.06|05 24 17.98|-68 24 54.5|           |                 |9.846320e+03|9.039980e+03| 78.231300|  2.585050|
|PGCC G278.45-30.15|05 56 08.02|-68 20 26.7|           |                 |7.593460e+02|4.543920e+02| 88.415802|  2.660550|
|PGCC G278.63-32.46|05 31 04.12|-68 17 56.4|           |                 |1.778820e+04|1.926370e+04|108.489998|  3.281450|
|PGCC G302.08-5.44 |12 42 17.78|-68 17 34.3|  15.984000|         2.355000|            |            |          |          |
|PGCC G303.66-5.32 |12 59 15.80|-68 11 01.8|           |                 |            |            |          |          |
|PGCC G278.23-30.94|05 47 44.84|-68 06 55.9|  16.915001|         4.261000|2.366490e+04|1.471340e+04|122.815002|  3.856380|
|PGCC G302.12-5.26 |12 42 44.97|-68 06 49.8|  17.254000|         2.595000|            |            |          |          |
|PGCC G278.15-30.23|05 55 19.81|-68 05 05.3|           |                 |2.162340e+04|1.519910e+04|110.676003|  3.023860|
|PGCC G279.03-35.19|05 01 31.93|-68 05 01.4|           |                 |5.308140e+04|5.728040e+04|154.050003|  7.345490|
|PGCC G303.66-5.19 |12 59 09.45|-68 03 17.9|  13.611000|         2.077000|2.575670e+01|3.415350e+01|  1.977090|  1.575740|
|PGCC G302.49-4.68 |12 46 48.20|-67 33 01.0|  18.283001|         2.382000|            |            |          |          |
|PGCC G278.61-33.91|05 15 45.86|-68 02 40.6|  15.311000|         3.554000|3.236510e+04|1.987960e+04|104.472000|  3.289790|
|PGCC G304.73-5.17 |13 10 35.41|-67 58 31.0|  16.091999|         3.978000|            |            |          |          |
|PGCC G278.52-33.89|05 16 04.10|-67 58 29.9|           |                 |            |            |          |          |
|PGCC G302.17-5.04 |12 43 25.11|-67 54 16.6|  17.902000|         2.903000|            |            |          |          |
|PGCC G324.99-18.08|17 33 53.67|-67 45 55.0|           |                 |            |            |          |          |
|PGCC G303.44-4.78 |12 56 45.83|-67 38 54.2|  15.032000|         3.068000|            |            |          |          |
|PGCC G313.24-7.00 |14 42 36.67|-67 37 10.7|  16.108999|         3.432000|            |            |          |          |
|PGCC G310.32-5.85 |14 09 54.13|-67 35 22.1|  14.073000|         1.846000|1.028840e+01|1.478030e+01|  1.266920|  1.195530|
|PGCC G328.27-30.72|19 52 28.43|-67 34 48.9|  17.702999|         2.085000|            |            |          |          |
|PGCC G302.49-4.71 |12 46 47.92|-67 34 29.0|  18.037001|         2.316000|            |            |          |          |
|PGCC G313.93-7.28 |14 50 26.58|-67 34 27.8|  16.719999|         3.250000|            |            |          |          |
|PGCC G278.91-36.71|04 46 23.73|-67 33 25.4|  17.548000|         2.511000|8.149180e+03|3.087710e+03| 99.173103|  2.776160|
|PGCC G298.35-5.06 |12 03 25.73|-67 30 25.9|  16.600000|         2.455000|            |            |          |          |
|PGCC G302.75-4.63 |12 49 32.53|-67 30 20.4|  18.035000|         2.702000|            |            |          |          |
|PGCC G296.70-5.42 |11 45 49.11|-67 29 26.9|           |                 |            |            |          |          |
|PGCC G302.77-4.59 |12 49 46.47|-67 27 35.7|  18.061001|         2.502000|            |            |          |          |
|PGCC G328.45-30.50|19 50 03.95|-67 26 25.7|           |                 |            |            |          |          |
|PGCC G277.44-31.29|05 44 30.92|-67 24 49.9|  23.858999|         3.442000|6.909760e+03|2.147660e+03| 90.220100|  3.393120|
|PGCC G294.91-5.87 |11 26 38.38|-67 24 49.3|  17.070000|         3.213000|4.951870e+00|7.068600e+00|  1.481050|  1.341540|
|PGCC G328.49-30.58|19 50 57.09|-67 23 57.0|           |                 |            |            |          |          |
|PGCC G295.18-5.73 |11 29 48.61|-67 22 06.7|  14.605000|         4.742000|            |            |          |          |
|PGCC G295.27-5.70 |11 30 46.77|-67 21 42.6|           |                 |            |            |          |          |
|PGCC G291.40-7.30 |10 47 26.55|-67 21 03.2|  16.329000|         2.943000|            |            |          |          |
|PGCC G295.49-5.59 |11 33 17.40|-67 19 15.2|           |                 |            |            |          |          |
|PGCC G301.74-4.48 |12 39 05.09|-67 19 14.1|  17.514999|         0.684000|1.024460e+01|1.277110e+01|  1.393600|  1.028070|
|PGCC G314.21-7.12 |14 52 15.23|-67 18 43.2|           |                 |            |            |          |          |
|PGCC G295.57-5.54 |11 34 14.85|-67 18 19.9|  16.884001|         4.080000|            |            |          |          |
|PGCC G310.96-5.76 |14 15 52.92|-67 18 14.4|           |                 |            |            |          |          |
|PGCC G290.07-7.94 |10 32 18.39|-67 16 13.9|  15.746000|         2.462000|            |            |          |          |
|PGCC G297.57-4.96 |11 55 40.57|-67 15 14.4|           |                 |            |            |          |          |
|PGCC G278.49-36.72|04 47 22.46|-67 13 57.8|           |                 |4.596090e+04|1.803710e+04|113.513000|  3.587760|
|PGCC G277.67-34.41|05 12 11.16|-67 10 24.2|  19.430000|         3.013000|2.015300e+04|7.531730e+03| 97.018303|  4.376390|
|PGCC G277.35-33.37|05 23 15.36|-67 06 19.4|  20.694000|         3.459000|1.684490e+04|6.344960e+03| 90.568802|  4.964920|
|PGCC G277.47-34.57|05 10 58.33|-66 59 07.3|           |                 |            |            |          |          |
|PGCC G278.83-38.23|04 31 52.04|-66 58 51.4|           |                 |            |            |          |          |
|PGCC G276.95-31.56|05 42 04.06|-66 58 45.9|  21.240000|         2.464000|5.594370e+03|1.485930e+03| 66.747101|  3.459540|
|PGCC G298.32-4.47 |12 04 12.37|-66 55 17.8|           |                 |            |            |          |          |
|PGCC G310.85-5.31 |14 13 21.23|-66 54 52.1|  16.889999|         3.618000|            |            |          |          |
|PGCC G298.73-4.27 |12 08 39.32|-66 47 29.9|  17.122000|         2.792000|1.467700e+01|1.962310e+01|  2.100400|  1.744110|
|PGCC G289.85-7.50 |10 32 38.13|-66 46 51.7|  15.198000|         1.503000|3.509040e+00|4.084150e+00|  1.280960|  0.819123|
|PGCC G309.21-4.63 |13 55 30.30|-66 42 58.7|  17.487000|         5.075000|            |            |          |          |
|PGCC G299.01-4.00 |12 11 53.98|-66 34 26.4|  14.336000|         2.079000|            |            |          |          |
|PGCC G292.38-5.95 |11 02 28.64|-66 33 37.7|  17.184999|         0.802000|            |            |          |          |
|PGCC G299.42-3.92 |12 16 03.43|-66 32 46.6|  15.087000|         1.989000|            |            |          |          |
|PGCC G316.43-7.46 |15 13 35.27|-66 31 54.8|           |                 |            |            |          |          |
|PGCC G302.32-3.66 |12 45 17.08|-66 31 36.6|  17.002001|         1.640000|            |            |          |          |
|PGCC G302.61-3.65 |12 48 13.94|-66 31 17.1|           |                 |            |            |          |          |
|PGCC G300.19-3.78 |12 23 56.26|-66 30 31.5|  12.937000|         1.714000|            |            |          |          |
|PGCC G299.78-3.80 |12 19 52.11|-66 28 54.5|  14.078000|         3.160000|            |            |          |          |
|PGCC G315.49-6.85 |15 02 23.15|-66 28 34.3|           |                 |            |            |          |          |
|PGCC G300.02-3.76 |12 22 15.10|-66 28 04.3|  13.563000|         2.073000|            |            |          |          |
|PGCC G303.61-3.58 |12 58 10.91|-66 26 31.8|           |                 |            |            |          |          |
|PGCC G303.84-3.55 |13 00 31.63|-66 24 20.4|           |                 |            |            |          |          |
|PGCC G304.98-3.60 |13 11 52.63|-66 23 32.8|           |                 |            |            |          |          |
|PGCC G276.21-31.09|05 47 14.69|-66 22 39.9|           |                 |2.415740e+04|2.463740e+04|120.110001|  3.589550|
|PGCC G302.48-3.50 |12 46 57.99|-66 22 03.3|  15.205000|         2.554000|9.712450e+00|1.250280e+01|  1.339330|  0.974968|
|PGCC G294.12-5.03 |11 21 57.42|-66 21 21.9|  15.708000|         2.616000|            |            |          |          |
|PGCC G303.39-3.47 |12 55 57.95|-66 20 24.8|  19.233999|         3.472000|            |            |          |          |
|PGCC G304.91-3.50 |13 11 07.98|-66 17 44.9|  16.934000|         4.448000|            |            |          |          |
|PGCC G299.63-3.61 |12 18 33.76|-66 16 01.4|  11.944000|         3.252000|            |            |          |          |
|PGCC G303.67-3.35 |12 58 46.53|-66 12 40.9|           |                 |            |            |          |          |
|PGCC G300.21-3.47 |12 24 29.74|-66 11 57.4|  12.475000|         1.148000|1.145580e+01|1.477000e+01|  0.791039|  0.620350|
|PGCC G303.65-3.33 |12 58 31.29|-66 11 16.3|  19.948000|         3.924000|            |            |          |          |
|PGCC G276.09-32.35|05 34 46.11|-66 10 45.9|           |                 |            |            |          |          |
|PGCC G275.99-31.36|05 44 38.05|-66 10 21.1|           |                 |8.624220e+03|9.829480e+03|147.604004|  4.541730|
|PGCC G276.77-35.85|04 59 44.35|-66 08 19.3|           |                 |            |            |          |          |
|PGCC G275.97-31.73|05 41 01.05|-66 08 11.8|  18.292000|         5.447000|1.430820e+04|9.570040e+03|130.149994|  5.304930|
|PGCC G300.66-3.34 |12 28 58.25|-66 07 00.9|           |                 |            |            |          |          |
|PGCC G296.68-3.97 |11 49 14.10|-66 05 11.2|  14.220000|         1.544000|            |            |          |          |
|PGCC G297.67-3.71 |11 59 21.75|-66 02 59.8|  17.122999|         2.896000|1.294910e+01|1.335510e+01|  1.867930|  0.946116|
|PGCC G276.00-33.21|05 26 27.48|-66 00 28.3|  22.207001|         6.349000|2.126420e+04|1.299960e+04|128.468994|  3.837390|
|PGCC G299.98-3.23 |12 22 28.22|-65 56 13.8|           |                 |            |            |          |          |
|PGCC G292.27-5.31 |11 04 02.23|-65 55 42.6|           |                 |            |            |          |          |
|PGCC G300.61-3.13 |12 28 38.98|-65 53 46.0|           |                 |2.022840e+00|1.230100e+00|  0.354542|  0.088736|
|PGCC G302.60-3.00 |12 48 14.03|-65 52 11.5|           |                 |            |            |          |          |
|PGCC G276.43-36.46|04 54 35.54|-65 43 29.5|           |                 |1.511310e+04|1.481380e+04| 91.147598|  2.382460|
|PGCC G296.36-3.65 |11 46 59.92|-65 41 33.8|           |                 |1.097650e+01|1.078360e+01|  2.092700|  0.894668|
|PGCC G276.11-35.57|05 03 35.08|-65 40 52.7|           |                 |            |            |          |          |
|PGCC G300.61-2.90 |12 28 54.10|-65 40 16.9|  13.039000|         1.866000|2.572190e+00|1.720880e+00|  0.421025|  0.105709|
|PGCC G301.53-2.79 |12 37 53.23|-65 37 41.9|           |                 |            |            |          |          |
|PGCC G314.58-5.40 |14 47 52.72|-65 36 24.9|  14.289000|         4.391000|1.361820e+01|2.041110e+01|  1.935020|  1.778380|
|PGCC G307.94-3.17 |13 40 08.51|-65 34 10.5|  17.288000|         1.810000|            |            |          |          |
|PGCC G287.65-7.44 |10 14 48.13|-65 33 12.2|           |                 |            |            |          |          |
|PGCC G293.39-4.42 |11 17 22.15|-65 32 01.2|           |                 |            |            |          |          |
|PGCC G293.27-4.41 |11 16 19.22|-65 28 39.0|           |                 |            |            |          |          |
|PGCC G300.00-2.77 |12 23 09.99|-65 28 34.2|  12.874000|         2.309000|            |            |          |          |
|PGCC G329.74+1.34 |15 57 29.79|-51 34 22.9|           |                 |            |            |          |          |
|PGCC G300.88-2.66 |12 31 41.09|-65 26 58.8|  15.602000|         3.153000|            |            |          |          |
|PGCC G307.60-2.95 |13 36 30.72|-65 24 39.8|           |                 |            |            |          |          |
|PGCC G301.70-2.56 |12 39 33.59|-65 24 01.5|  12.012000|         2.823000|            |            |          |          |
|PGCC G292.93-4.37 |11 13 25.71|-65 19 28.2|  13.524000|         2.029000|            |            |          |          |
|PGCC G275.27-33.83|05 21 21.16|-65 19 17.3|           |                 |9.478410e+03|5.470920e+03| 73.564400|  8.814810|
|PGCC G297.28-3.03 |11 56 56.66|-65 18 07.4|  15.621000|         1.547000|            |            |          |          |
|PGCC G314.77-5.14 |14 48 27.70|-65 17 19.3|  14.209000|         1.056000|1.009230e+01|1.418060e+01|  0.721743|  0.666315|
|PGCC G295.98-3.31 |11 44 18.00|-65 16 30.6|           |                 |            |            |          |          |
|PGCC G298.83-2.70 |12 12 05.44|-65 15 28.3|  17.393000|         2.572000|            |            |          |          |
|PGCC G298.16-2.81 |12 05 36.51|-65 15 23.6|  12.717000|         1.934000|            |            |          |          |
|PGCC G300.85-2.44 |12 31 33.31|-65 14 07.3|           |                 |            |            |          |          |
|PGCC G290.40-5.41 |10 47 21.39|-65 13 19.4|  15.524000|         3.345000|3.000760e+00|3.588820e+00|  0.978591|  0.607347|
|PGCC G305.91-2.49 |13 19 54.48|-65 11 55.9|           |                 |            |            |          |          |
|PGCC G290.60-5.26 |10 49 43.89|-65 10 22.3|           |                 |            |            |          |          |
|PGCC G290.46-5.30 |10 48 18.00|-65 08 59.2|           |                 |            |            |          |          |
|PGCC G292.33-4.42 |11 07 59.27|-65 08 23.6|  15.446000|         4.092000|            |            |          |          |
|PGCC G316.23-5.73 |15 03 24.77|-65 08 21.9|           |                 |            |            |          |          |
|PGCC G297.73-2.76 |12 01 42.30|-65 07 52.2|  16.839001|         1.068000|            |            |          |          |
|PGCC G296.28-3.06 |11 47 37.01|-65 06 25.6|  15.420000|         2.825000|            |            |          |          |
|PGCC G289.18-5.95 |10 34 44.62|-65 06 23.9|  15.374000|         2.262000|            |            |          |          |
|PGCC G278.94-15.91|08 18 48.08|-65 05 16.8|           |                 |            |            |          |          |
|PGCC G316.34-5.72 |15 04 12.44|-65 04 22.3|           |                 |            |            |          |          |
|PGCC G301.06-2.25 |12 33 39.74|-65 03 28.6|           |                 |            |            |          |          |
|PGCC G314.86-4.90 |14 48 11.55|-65 01 45.9|  17.708000|         4.606000|            |            |          |          |
|PGCC G296.39-2.95 |11 48 54.10|-65 01 20.9|           |                 |            |            |          |          |
|PGCC G278.89-15.82|08 19 13.74|-65 00 06.0|  12.886000|         2.215000|            |            |          |          |
|PGCC G333.15-0.58 |16 21 45.78|-50 40 49.3|           |                 |            |            |          |          |
|PGCC G296.98-2.77 |11 54 45.82|-64 59 07.5|           |                 |            |            |          |          |
|PGCC G274.99-34.84|05 12 13.22|-64 55 55.7|           |                 |2.465870e+04|1.629880e+04|133.001007|  3.905290|
|PGCC G316.49-5.59 |15 04 51.68|-64 53 00.1|           |                 |            |            |          |          |
|PGCC G289.01-5.78 |10 34 08.59|-64 52 32.6|  15.430000|         1.351000|            |            |          |          |
|PGCC G292.50-4.05 |11 10 47.01|-64 51 49.7|           |                 |            |            |          |          |
|PGCC G289.23-5.60 |10 36 45.33|-64 49 44.3|           |                 |            |            |          |          |
|PGCC G274.78-34.63|05 14 27.34|-64 47 44.6|  15.763000|         3.684000|5.288440e+03|3.200470e+03|101.504997|  2.718310|
|PGCC G274.36-29.28|06 04 52.60|-64 47 25.8|           |                 |            |            |          |          |
|PGCC G316.65-5.53 |15 05 51.26|-64 45 31.8|           |                 |            |            |          |          |
|PGCC G301.51-1.92 |12 38 08.52|-64 45 09.8|  15.002000|         2.304000|            |            |          |          |
|PGCC G289.09-5.58 |10 35 43.84|-64 44 35.6|  12.944000|         2.344000|            |            |          |          |
|PGCC G292.38-3.95 |11 10 08.68|-64 43 20.5|           |                 |            |            |          |          |
|PGCC G275.21-36.81|04 53 45.06|-64 41 09.3|           |                 |            |            |          |          |
|PGCC G294.37-3.17 |11 30 03.56|-64 41 01.5|           |                 |            |            |          |          |
|PGCC G317.32-5.81 |15 12 35.16|-64 39 39.1|  15.809000|         3.312000|3.085890e+00|3.672740e+00|  1.133810|  0.696803|
|PGCC G316.78-5.47 |15 06 40.46|-64 38 21.6|  14.248000|         2.218000|            |            |          |          |
|PGCC G288.34-5.86 |10 28 24.34|-64 35 55.1|           |                 |            |            |          |          |
|PGCC G291.47-4.20 |11 01 24.59|-64 35 47.7|  16.079000|         1.955000|            |            |          |          |
|PGCC G294.85-2.92 |11 35 04.20|-64 35 08.6|           |                 |            |            |          |          |
|PGCC G297.85-2.17 |12 03 50.76|-64 34 28.5|           |                 |4.301720e+02|5.323910e+02|  5.577440|  3.147630|
|PGCC G292.38-3.75 |11 10 46.71|-64 32 20.2|  12.805000|         1.931000|            |            |          |          |
|PGCC G316.54-5.20 |15 03 28.86|-64 31 36.9|           |                 |            |            |          |          |
|PGCC G296.05-2.50 |11 46 50.20|-64 30 19.5|           |                 |            |            |          |          |
|PGCC G298.10-2.04 |12 06 20.42|-64 29 05.9|  14.180000|         3.016000|2.107270e+03|1.434840e+03|  8.513580|  1.290390|
|PGCC G303.44-1.62 |12 56 10.34|-64 28 55.6|  14.485000|         1.429000|            |            |          |          |
|PGCC G339.10-6.09 |17 12 06.72|-49 42 33.4|           |                 |            |            |          |          |
|PGCC G281.39-11.56|09 05 02.00|-64 28 28.2|  20.594999|         2.611000|            |            |          |          |
|PGCC G288.07-5.88 |10 26 14.55|-64 28 24.3|  15.094000|         4.500000|            |            |          |          |
|PGCC G273.98-28.90|06 08 14.86|-64 26 21.5|           |                 |            |            |          |          |
|PGCC G276.42-19.20|07 40 59.90|-64 26 09.4|           |                 |            |            |          |          |
|PGCC G294.51-2.86 |11 32 11.92|-64 25 56.0|           |                 |            |            |          |          |
|PGCC G300.70-1.57 |12 30 45.77|-64 20 54.6|  13.901000|         3.338000|            |            |          |          |
|PGCC G292.40-3.53 |11 11 43.02|-64 20 36.8|           |                 |            |            |          |          |
|PGCC G298.67-1.78 |12 11 59.02|-64 19 18.8|           |                 |1.748150e+03|1.690580e+03|  7.166310|  3.141150|
|PGCC G299.64-1.64 |12 20 59.95|-64 19 17.1|           |                 |            |            |          |          |
|PGCC G298.24-1.84 |12 07 55.95|-64 18 44.6|  12.217000|         1.583000|            |            |          |          |
|PGCC G304.08-1.41 |13 01 59.69|-64 15 46.3|  14.270000|         3.455000|            |            |          |          |
|PGCC G306.27-1.58 |13 22 14.70|-64 15 00.5|           |                 |            |            |          |          |
|PGCC G292.68-3.30 |11 14 53.36|-64 14 06.6|           |                 |            |            |          |          |
|PGCC G309.21-2.07 |13 49 40.77|-64 14 03.2|           |                 |            |            |          |          |
|PGCC G290.72-4.15 |10 55 18.76|-64 13 44.2|  14.086000|         2.157000|            |            |          |          |
|PGCC G308.08-1.82 |13 39 03.22|-64 13 02.3|  15.915000|         2.738000|            |            |          |          |
|PGCC G316.87-4.92 |15 04 52.05|-64 07 06.8|  12.660000|         3.415000|            |            |          |          |
|PGCC G306.54-1.45 |13 24 34.35|-64 05 37.9|  14.318000|         2.764000|            |            |          |          |
|PGCC G306.02-1.38 |13 19 42.06|-64 04 48.5|  13.917000|         4.146000|            |            |          |          |
|PGCC G306.34-1.40 |13 22 42.17|-64 03 48.4|           |                 |            |            |          |          |
|PGCC G331.26-22.97|18 39 45.78|-64 03 26.7|  18.037001|         2.890000|            |            |          |          |
|PGCC G294.01-2.55 |11 28 41.74|-63 58 42.4|           |                 |3.693160e+02|4.602060e+02|  4.388470|  1.954200|
|PGCC G306.27-1.30 |13 21 54.06|-63 58 41.1|           |                 |            |            |          |          |
|PGCC G296.97-1.73 |11 56 40.37|-63 57 52.5|           |                 |            |            |          |          |
|PGCC G308.09-1.50 |13 38 34.87|-63 54 04.3|           |                 |            |            |          |          |
|PGCC G310.20-1.93 |13 58 11.10|-63 51 18.0|  15.064000|         3.827000|            |            |          |          |
|PGCC G317.00-4.64 |15 04 39.54|-63 48 42.9|  11.361000|         2.429000|            |            |          |          |
|PGCC G300.28-1.06 |12 27 22.42|-63 48 28.3|  16.718000|         3.344000|            |            |          |          |
|PGCC G300.57-1.02 |12 29 59.39|-63 47 19.1|  12.496000|         1.825000|            |            |          |          |
|PGCC G300.73-0.96 |12 31 30.50|-63 44 52.0|           |                 |            |            |          |          |
|PGCC G290.97-3.50 |10 59 54.75|-63 44 47.2|  12.212000|         1.321000|            |            |          |          |
|PGCC G308.58-1.44 |13 42 52.34|-63 44 31.8|           |                 |            |            |          |          |
|PGCC G316.02-4.02 |14 54 11.90|-63 43 21.5|  12.614000|         1.544000|            |            |          |          |
|PGCC G300.98-0.90 |12 33 46.05|-63 42 04.0|           |                 |            |            |          |          |
|PGCC G297.27-1.38 |11 59 59.95|-63 41 05.8|           |                 |            |            |          |          |
|PGCC G295.11-1.87 |11 40 01.02|-63 39 12.9|           |                 |2.806220e+03|3.608760e+03|  5.058950|  2.824210|
|PGCC G314.14-3.06 |14 35 11.71|-63 39 01.6|           |                 |            |            |          |          |
|PGCC G302.23-0.77 |12 45 06.97|-63 37 58.0|           |                 |            |            |          |          |
|PGCC G308.64-1.31 |13 43 06.53|-63 36 35.5|           |                 |            |            |          |          |
|PGCC G314.25-3.00 |14 35 54.04|-63 33 23.9|  12.794000|         2.829000|            |            |          |          |
|PGCC G310.90-1.81 |14 03 58.95|-63 33 19.6|           |                 |            |            |          |          |
|PGCC G299.42-0.90 |12 19 49.83|-63 33 04.9|           |                 |            |            |          |          |
|PGCC G310.83-1.77 |14 03 12.12|-63 32 19.4|           |                 |            |            |          |          |
|PGCC G314.61-3.09 |14 39 11.88|-63 29 34.7|  14.802000|         3.223000|            |            |          |          |
|PGCC G314.69-3.12 |14 39 54.86|-63 29 01.0|           |                 |            |            |          |          |
|PGCC G310.24-1.55 |13 57 40.28|-63 28 54.1|           |                 |8.840980e+02|8.757790e+02|  8.697410|  3.565390|
|PGCC G316.54-4.01 |14 58 14.75|-63 28 35.3|  13.050000|         1.958000|            |            |          |          |
|PGCC G315.46-3.43 |14 47 20.84|-63 26 51.3|           |                 |            |            |          |          |
|PGCC G317.10-4.27 |15 03 45.90|-63 26 19.9|  12.113000|         2.455000|4.363960e+01|6.132630e+01|  1.019920|  0.887280|
|PGCC G314.47-2.96 |14 37 29.28|-63 25 39.1|  13.113000|         2.023000|            |            |          |          |
|PGCC G305.60-0.68 |13 15 20.17|-63 25 32.2|  16.209999|         3.371000|2.722090e+02|2.571410e+02|  2.573220|  1.070520|
|PGCC G304.05-0.55 |13 01 25.07|-63 23 44.6|           |                 |            |            |          |          |
|PGCC G318.31-4.92 |15 15 59.25|-63 23 18.1|           |                 |            |            |          |          |
|PGCC G295.36-1.51 |11 43 02.22|-63 22 15.4|           |                 |            |            |          |          |
|PGCC G317.02-4.13 |15 02 32.55|-63 21 09.0|           |                 |            |            |          |          |
|PGCC G292.49-2.39 |11 16 18.66|-63 18 52.2|  16.426001|         3.237000|            |            |          |          |
|PGCC G308.37-0.92 |13 40 07.90|-63 16 34.1|           |                 |            |            |          |          |
|PGCC G297.25-0.95 |12 00 33.79|-63 15 35.9|           |                 |            |            |          |          |
|PGCC G316.68-3.81 |14 58 33.63|-63 14 12.1|           |                 |            |            |          |          |
|PGCC G292.99-2.10 |11 21 20.20|-63 13 15.3|           |                 |3.801260e+02|4.137190e+02|  3.966390|  1.617120|
|PGCC G315.04-2.97 |14 42 12.05|-63 12 41.0|  14.815000|         2.586000|            |            |          |          |
|PGCC G288.95-3.87 |10 42 17.67|-63 10 49.0|  17.433001|         0.873000|            |            |          |          |
|PGCC G298.32-0.67 |12 10 24.73|-63 10 31.7|           |                 |            |            |          |          |
|PGCC G315.34-3.07 |14 44 58.29|-63 10 15.7|  12.078000|         2.262000|            |            |          |          |
|PGCC G316.91-3.85 |15 00 31.72|-63 09 38.0|  12.747000|         0.668000|7.540800e+02|7.495310e+02|  1.994560|  1.044880|
|PGCC G320.74-6.30 |15 40 39.84|-63 09 30.8|           |                 |4.992830e+00|6.253410e+00|  1.319760|  0.825764|
|PGCC G306.91-0.55 |13 26 45.04|-63 08 55.5|  17.132000|         3.799000|            |            |          |          |
